,height,weight,age,LWF,SS,CF,RWF,LMF,DMF,CMF,AMF,RMF,LB,CB,RB,offensive_awareness,ball_control,dribbling,tight_possession,low_pass,lofted_pass,finishing,heading,place_kicking,curl,speed,acceleration,kicking_power,jump,physical_contact,balance,stamina,defensive_awareness,ball_winning,aggression,gk_awareness,gk_catching,gk_clearing,gk_reflexes,gk_reach,weak_foot_usage,weak_foot_accuracy,form,injury_resistance,overall_rating,rating_as_GK,rating_as_CB,rating_as_LB,rating_as_RB,rating_as_DMF,rating_as_CMF,rating_as_LMF,rating_as_RMF,rating_as_AMF,rating_as_LWF,rating_as_RWF,rating_as_SS,rating_as_CF,skill_cross_over_turn,skill_early_cross,skill_first_time_shot,skill_incisive_run,skill_one_touch_pass,skill_chip_shot_control,skill_heel_trick,skill_man_marking,skill_interception,skill_gk_penalty_saver,skill_penalty_specialist,skill_step_on_skill_control,skill_rising_shots,skill_marseille_turn,skill_gk_high_punt,skill_heading,skill_dipping_shot,skill_outside_curler,skill_captaincy,skill_gamesmanship,skill_gk_low_punt,skill_low_lofted_pass,skill_through_passing,skill_fighting_spirit,skill_flip_flap,skill_weighted_pass,skill_pinpoint_crossing,skill_sombrero,skill_acrobatic_clear,skill_cut_behind_turn,skill_long_range_drive,skill_scotch_move,skill_acrobatic_finishing,skill_double_touch,skill_gk_long_throw,skill_long_throw,skill_scissors_feint,skill_long_range_shooting,skill_track_back,skill_rabona,skill_knuckle_shot,skill_no_look_pass,skill_super_sub,com_playing_style_trickster,com_playing_style_mazing_run,com_playing_style_speeding_bullet,com_playing_style_incisive_run,com_playing_style_early_cross,com_playing_style_long_ball_expert,com_playing_style_long_ranger,rating_stars
819,191,87,32,0.0,0.0,0.0,0.0,1,0,0,0,0,0,2,2,55,63,57,53,70,74,54,85,78,76,63,68,81,73,90,68,72,84,83,87,40,40,40,40,40,2,2,5,2,79,40,79,64,68,63,55,54,51,51,50,50,52,48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3
820,188,80,31,0.0,0.0,0.0,0.0,0,2,2,0,0,0,0,1,68,75,75,77,79,74,65,74,60,64,74,72,78,77,85,69,82,80,83,74,40,40,40,40,40,2,3,7,3,79,40,70,72,74,79,73,65,65,65,64,64,64,62,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
821,179,81,30,0.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,84,76,69,75,64,56,81,78,72,67,79,76,83,78,79,75,74,47,47,69,40,40,40,40,40,2,3,7,2,79,40,55,62,62,61,58,63,63,64,66,68,70,79,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,3
822,180,78,29,0.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,85,77,75,72,71,65,82,78,70,72,76,75,82,77,79,63,77,43,46,64,40,40,40,40,40,3,3,7,2,79,40,53,62,62,64,63,65,65,68,68,68,71,79,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3
823,170,66,40,0.0,0.0,0.0,0.0,2,2,2,2,0,0,0,0,61,85,75,84,86,88,64,55,86,87,57,63,86,62,60,80,71,60,77,83,40,40,40,40,40,1,3,7,1,78,40,50,63,63,76,78,67,62,73,62,62,64,58,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3
824,174,68,39,1.0,1.0,0.0,1.0,2,1,1,2,1,0,0,0,72,88,80,85,83,83,70,61,76,82,69,73,71,49,61,79,67,50,53,75,40,40,40,40,40,2,3,6,1,78,40,43,61,61,72,74,72,70,78,70,70,72,66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,3
825,185,85,34,2.0,1.0,1.0,2.0,1,0,0,1,1,0,0,0,74,78,81,76,72,70,75,75,67,74,80,79,82,80,77,74,76,53,55,67,40,40,40,40,40,1,3,5,2,78,40,57,67,67,68,66,71,71,71,78,72,72,72,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,3
826,174,72,36,0.0,0.0,0.0,0.0,0,2,2,0,0,0,2,1,63,80,63,73,80,75,57,72,60,68,69,72,77,77,76,80,79,80,84,89,40,40,40,40,40,2,2,7,2,78,40,73,69,71,78,71,61,61,62,60,60,61,56,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
827,173,74,39,2.0,2.0,1.0,1.0,2,0,1,2,2,0,0,0,80,84,77,83,81,80,81,64,75,81,72,71,82,68,76,81,67,49,46,50,40,40,40,40,40,3,3,4,2,78,40,47,62,62,70,72,71,71,78,78,72,76,76,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3
828,174,71,38,0.0,0.0,0.0,0.0,0,2,2,0,1,0,1,1,64,74,73,76,77,80,68,60,67,79,71,70,82,62,79,74,78,75,80,80,40,40,40,40,40,3,3,5,2,78,40,64,68,70,78,72,63,66,65,63,63,64,60,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3
829,181,71,35,0.0,0.0,0.0,1.0,0,0,0,0,2,1,0,2,75,80,74,72,72,78,58,61,58,80,81,80,69,67,75,64,77,78,80,71,40,40,40,40,40,2,1,4,1,78,40,62,72,78,70,67,67,72,65,65,67,65,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3
830,180,78,43,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,60,76,70,72,75,78,53,80,56,55,64,62,75,83,80,70,75,88,84,79,40,40,40,40,40,2,2,7,3,78,40,78,68,68,67,64,57,57,59,56,56,57,53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
831,179,78,33,1.0,1.0,2.0,2.0,2,0,1,2,2,0,0,0,77,82,84,82,75,73,76,60,75,81,80,85,80,61,66,81,73,45,52,60,40,40,40,40,40,2,2,4,2,78,40,45,64,64,68,71,76,76,78,73,75,75,75,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,3
832,193,90,35,0.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,83,81,70,65,74,70,81,88,60,68,62,60,84,88,90,64,76,52,48,55,40,40,40,40,40,3,3,8,3,78,40,60,61,61,66,63,58,58,67,63,63,67,78,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
833,188,83,36,,,,,0,0,0,0,0,0,0,0,40,57,53,52,63,73,40,61,55,62,57,61,79,80,83,64,63,55,52,51,82,82,87,86,85,2,2,5,1,78,78,50,50,50,52,47,43,43,41,41,41,42,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
834,196,89,39,,,,,0,0,0,0,0,0,0,0,42,55,56,48,63,61,56,70,56,56,62,64,81,74,82,57,69,56,58,46,84,83,84,86,88,1,2,4,3,78,78,53,50,50,49,46,44,44,43,43,43,44,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
835,182,74,34,2.0,1.0,0.0,2.0,2,0,1,2,2,0,0,0,76,82,81,78,80,79,72,70,83,83,72,72,83,75,70,80,70,60,57,57,40,40,40,40,40,2,2,5,2,78,40,54,65,65,71,72,71,71,78,72,72,72,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3
836,174,67,25,2.0,2.0,2.0,2.0,2,0,1,2,2,0,0,0,77,83,83,84,73,67,77,72,70,69,83,84,70,73,69,85,80,51,45,53,40,40,40,40,40,3,3,5,2,78,40,51,67,67,68,72,77,77,78,76,76,77,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,3
837,176,68,34,0.0,0.0,0.0,0.0,1,2,2,0,0,0,0,0,66,83,73,81,85,84,63,73,64,80,65,65,70,67,71,63,70,70,71,74,40,40,40,40,40,2,3,6,1,78,40,59,65,65,78,74,66,63,67,62,62,63,60,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
838,172,75,36,1.0,0.0,0.0,1.0,2,0,0,0,2,2,1,2,73,82,77,81,80,80,63,67,71,83,72,75,82,68,63,77,71,76,78,73,40,40,40,40,40,4,4,6,2,78,40,63,78,73,72,70,72,72,69,69,69,68,63,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
839,180,79,34,0.0,0.0,0.0,0.0,0,2,2,1,0,0,1,0,63,75,74,77,82,81,64,65,78,82,72,70,78,66,73,77,77,65,68,67,40,40,40,40,40,3,3,4,2,78,40,59,65,65,78,73,64,64,69,63,63,64,59,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
840,184,82,34,0.0,0.0,0.0,0.0,0,0,0,0,0,1,2,2,67,69,65,68,73,68,63,82,56,60,72,69,72,82,81,64,78,83,82,81,40,40,40,40,40,2,2,6,2,78,40,78,70,72,64,60,58,58,58,57,57,58,58,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
841,185,88,33,0.0,0.0,0.0,0.0,1,2,2,1,1,0,0,0,67,85,87,88,80,73,62,63,57,60,72,70,80,73,88,70,77,70,71,74,40,40,40,40,40,2,2,6,2,78,40,62,70,70,75,78,70,70,72,67,67,67,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
842,193,86,35,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,61,65,61,61,68,65,61,86,57,63,67,64,73,85,85,65,76,81,84,86,40,40,40,40,40,2,2,5,2,78,40,78,65,65,61,55,52,52,53,52,52,53,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
843,190,82,36,,,,,0,0,0,0,0,0,0,0,49,60,56,50,57,65,50,64,63,49,70,73,80,86,89,63,67,70,53,59,82,83,82,83,84,1,2,8,3,78,78,60,58,58,52,48,49,49,45,48,48,48,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
844,180,74,36,0.0,0.0,0.0,0.0,0,2,2,0,0,0,2,0,67,75,67,76,75,76,59,77,64,60,71,69,73,74,80,75,85,83,83,88,40,40,40,40,40,2,3,7,3,78,40,76,71,71,78,71,62,62,62,61,61,61,58,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
845,172,68,35,0.0,0.0,0.0,0.0,1,1,1,1,2,2,1,2,70,80,79,78,78,77,68,60,60,70,74,78,76,64,62,81,77,71,80,84,40,40,40,40,40,2,3,6,1,78,40,61,73,78,72,72,70,72,71,67,67,68,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3
846,179,74,34,2.0,2.0,2.0,2.0,2,0,1,1,1,0,0,0,78,80,81,78,73,72,77,62,74,80,82,83,80,62,65,81,76,45,47,50,40,40,40,40,40,3,3,7,3,78,40,44,63,63,67,70,76,74,73,75,75,78,75,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,3
847,186,80,33,0.0,2.0,1.0,0.0,2,1,2,2,2,0,0,0,77,82,79,80,81,80,71,69,77,79,78,71,84,67,73,77,80,50,50,65,40,40,40,40,40,3,3,6,2,78,40,51,65,65,74,76,74,74,78,70,70,75,71,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3
848,175,65,35,1.0,0.0,0.0,1.0,2,0,0,0,2,2,1,2,68,79,77,78,79,77,66,65,74,82,78,78,77,62,68,78,74,73,75,81,40,40,40,40,40,2,2,5,2,78,40,62,78,73,71,68,72,72,67,68,68,67,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
849,178,74,34,0.0,0.0,0.0,0.0,0,2,2,1,0,0,0,0,61,80,71,77,81,82,63,70,80,77,65,66,77,75,71,77,74,71,73,79,40,40,40,40,40,3,3,5,1,78,40,61,66,66,78,72,61,61,68,61,61,62,58,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
850,185,67,31,0.0,0.0,0.0,0.0,1,1,2,2,1,0,0,0,73,78,77,75,79,78,69,65,72,76,73,68,82,70,79,78,83,70,74,73,40,40,40,40,40,2,3,7,2,78,40,62,69,69,74,78,69,69,73,66,66,66,65,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
851,180,73,34,0.0,0.0,0.0,0.0,0,2,2,1,0,0,0,0,67,74,64,71,77,72,61,84,65,69,77,77,75,80,85,67,81,79,80,84,40,40,40,40,40,2,2,4,1,78,40,73,71,71,78,69,63,63,64,61,61,62,59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
852,188,80,35,1.0,1.0,2.0,1.0,1,0,0,1,1,0,0,0,86,67,70,75,71,63,84,75,82,75,79,75,85,72,75,71,70,46,51,76,40,40,40,40,40,3,3,6,1,78,40,53,61,61,62,59,65,65,68,68,68,70,78,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,3
853,195,85,33,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,59,70,63,64,70,69,63,88,57,59,68,67,73,71,88,63,76,83,83,81,40,40,40,40,40,2,2,6,2,78,40,78,65,65,63,58,55,55,56,55,55,55,55,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
854,185,80,35,1.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,85,75,72,70,74,62,83,83,56,60,76,72,81,77,85,67,76,50,55,67,40,40,40,40,40,2,2,6,2,78,40,59,62,62,63,62,62,62,67,68,66,70,78,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3
855,180,78,31,2.0,2.0,2.0,1.0,1,0,0,1,0,0,0,0,78,80,80,81,73,66,79,71,72,78,80,82,77,76,70,71,68,46,49,50,40,40,40,40,40,2,3,5,1,78,40,50,63,63,65,65,71,68,72,73,71,75,78,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3
856,176,77,35,0.0,1.0,0.0,2.0,0,0,1,0,2,0,0,1,77,81,77,64,79,76,70,64,69,77,80,82,79,69,74,81,77,68,69,64,40,40,40,40,40,2,3,5,1,78,40,58,70,72,71,72,69,78,70,69,73,73,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
857,175,77,33,2.0,2.0,2.0,1.0,1,0,0,1,1,0,0,0,78,82,83,84,75,75,77,60,80,82,76,77,80,60,68,80,70,44,48,67,40,40,40,40,40,3,4,4,2,78,40,44,63,63,68,68,72,72,75,75,73,78,76,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,3
858,201,93,32,,,,,0,0,0,0,0,0,0,0,43,52,46,54,59,66,47,71,57,49,46,47,78,78,83,58,60,63,48,64,84,84,81,83,88,2,1,6,3,78,78,53,45,45,46,41,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
859,190,79,35,,,,,0,0,0,0,0,0,0,0,40,51,45,46,52,56,53,60,51,51,59,54,78,79,75,57,56,50,44,47,85,83,85,89,85,2,2,5,2,78,78,45,42,42,40,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
860,180,78,33,0.0,0.0,0.0,0.0,0,0,0,0,1,1,2,2,65,73,73,72,74,69,62,78,60,67,77,77,76,85,78,67,78,77,81,83,40,40,40,40,40,3,2,5,2,78,40,78,72,74,67,63,63,66,61,61,61,62,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
861,180,82,35,1.0,1.0,2.0,1.0,1,0,0,1,1,0,0,0,81,78,76,73,75,71,78,80,73,69,78,71,82,71,82,73,78,47,45,67,40,40,40,40,40,2,3,5,2,78,40,54,63,63,67,66,69,69,72,70,70,71,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3
862,181,77,33,2.0,1.0,2.0,2.0,2,0,0,1,2,0,0,1,74,80,84,85,78,71,73,63,69,76,77,82,78,65,74,78,74,52,55,62,40,40,40,40,40,2,2,6,2,78,40,50,65,67,69,69,74,74,73,73,78,73,73,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,3
863,182,70,31,0.0,0.0,0.0,0.0,2,0,0,0,2,2,2,2,69,76,72,75,72,70,62,73,56,68,77,75,70,70,71,77,83,76,81,76,40,40,40,40,40,2,2,5,3,78,40,70,73,78,67,65,69,69,63,63,63,63,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
864,173,72,30,0.0,0.0,0.0,0.0,2,0,0,0,0,2,1,0,72,77,78,73,74,74,60,61,68,72,80,84,81,70,70,77,82,65,67,85,40,40,40,40,40,2,2,4,2,78,40,61,78,70,69,67,74,69,65,67,67,67,61,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
865,177,76,32,0.0,0.0,0.0,0.0,0,2,2,0,0,0,0,0,66,74,72,73,77,75,68,76,60,62,74,75,80,82,77,74,86,76,80,85,40,40,40,40,40,3,3,5,3,78,40,70,72,72,78,72,64,64,65,64,64,65,62,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
866,169,65,32,2.0,2.0,1.0,2.0,2,0,0,2,2,0,0,0,77,80,83,77,74,73,74,64,76,80,81,85,78,67,65,83,76,49,46,60,40,40,40,40,40,3,2,6,2,78,40,47,65,65,68,68,76,76,75,78,74,76,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,3
867,177,73,35,1.0,2.0,2.0,1.0,0,0,0,1,0,0,0,0,80,82,84,80,76,75,81,70,79,83,71,75,82,68,63,77,68,42,48,60,40,40,40,40,40,3,3,5,2,78,40,45,61,61,68,67,67,67,75,72,72,76,78,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,3
868,190,83,31,0.0,0.0,1.0,2.0,0,0,0,0,2,0,0,0,78,83,85,75,78,81,76,70,75,82,79,75,83,65,75,80,76,52,50,70,40,40,40,40,40,1,1,5,1,78,40,52,66,66,72,71,69,78,72,71,75,71,74,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,3
869,186,80,31,0.0,0.0,0.0,0.0,0,2,2,0,0,0,0,0,64,76,75,73,81,80,64,68,62,68,72,69,80,73,82,66,78,74,78,82,40,40,40,40,40,4,3,4,2,78,40,65,69,69,78,73,63,63,65,63,63,63,60,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
870,172,78,30,0.0,0.0,0.0,0.0,0,0,0,0,1,2,1,2,65,75,77,76,76,77,52,65,60,76,77,81,70,72,73,78,77,70,75,84,40,40,40,40,40,2,3,4,1,78,40,65,74,78,70,67,67,70,63,63,63,64,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
871,190,81,33,,,,,0,0,0,0,0,0,0,0,43,50,46,52,54,50,41,60,50,52,62,61,75,78,72,63,56,43,47,44,85,86,84,87,87,2,2,6,2,78,78,43,42,42,40,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
872,182,77,31,0.0,0.0,0.0,0.0,1,0,0,0,0,2,0,0,74,71,75,68,77,78,57,62,70,76,79,80,79,68,73,68,83,71,75,66,40,40,40,40,40,2,2,5,2,78,40,60,78,69,69,67,70,67,64,64,64,65,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
873,179,75,30,2.0,2.0,1.0,2.0,2,1,2,2,2,0,0,0,70,82,77,77,82,77,73,65,77,79,75,80,81,71,65,80,78,69,66,68,40,40,40,40,40,2,4,4,1,78,40,57,69,69,74,78,74,74,76,73,73,75,70,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3
874,177,75,30,2.0,1.0,0.0,2.0,2,0,0,1,2,0,0,1,77,80,82,76,71,72,70,67,65,73,80,78,76,69,73,82,82,74,73,70,40,40,40,40,40,2,3,6,3,78,40,62,72,74,71,68,74,78,72,73,73,72,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,3
875,187,79,32,0.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,82,78,74,72,74,66,83,81,63,70,74,70,79,74,78,66,71,50,53,63,40,40,40,40,40,4,3,4,1,78,40,55,61,61,64,63,62,62,68,66,66,70,78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
